PLAYER_WON,ROUNDS,PLAYER_SCORE,PLAYER_LONGEST_ROUTE_LENGTH,LONGEST_ROUTE_IN_GAME,PLAYER_HAD_LONGEST_ROUTE,TOTAL_POINTS_IN_GAME,TOTAL_GAINED_POINTS_IN_GAME,PLAYER_ROUTE_CARDS,PLAYER_COMPLETED_ROUTE_CARDS,PLAYER_GAINED_POINTS_FROM_ROUTE_CARDS,PLAYER_POINTS_FROM_ROUTE_CARDS,TRAIN_CARTS_USED
1,41,69,16,18,0,129,213,2,2,19,19,43
1,38,50,12,17,0,124,217,2,0,0,-17,43
1,36,62,21,21,1,147,210,2,0,0,-18,44
0,42,26,16,26,0,180,218,2,0,0,-30,39
0,42,71,19,19,1,201,242,2,2,12,12,40
0,46,43,11,23,0,204,248,2,0,0,-21,42
1,39,43,20,20,1,75,198,2,0,0,-28,43
0,42,48,9,22,0,218,242,2,0,0,-20,44
1,37,62,17,17,1,134,215,2,0,0,-32,44
1,41,73,21,21,1,208,229,2,1,11,5,44
0,42,47,18,18,1,179,231,2,0,0,-24,40
1,38,42,8,17,0,123,208,2,0,0,-27,43
0,46,20,14,21,0,200,242,2,0,0,-33,39
0,44,30,7,26,0,201,213,2,1,5,-8,33
0,43,54,13,29,0,209,225,2,1,8,-1,41
0,44,26,16,17,0,189,237,2,0,0,-28,40
1,34,48,20,20,1,98,202,2,0,0,-42,43
0,42,54,11,21,0,170,221,2,1,5,1,40
0,42,47,10,26,0,189,231,2,1,6,2,39
0,42,28,15,20,0,163,220,2,0,0,-22,41
